ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICANT_AGE,YEARS_WORKING,TOTAL_GOOD_DEBT,TOTAL_BAD_DEBT,STATUS,GOOD_PERCENT
5089033,F,0,0,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,48.0,5.0,11,0,1,1.0
5089034,F,0,0,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,48.0,5.0,11,0,1,1.0
5089035,F,0,0,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,48.0,5.0,11,0,1,1.0
5089039,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,9,0,1,1.0
5089040,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,18,0,1,1.0
5089041,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,2,0,1,1.0
5089042,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,8,0,1,1.0
5089043,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,18,0,1,1.0
5089044,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,16,1,1,0.9411764705882353
5089045,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,11,0,1,1.0
5089046,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,7,0,1,1.0
5089047,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,12,0,1,1.0
5089048,F,1,0,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1.0,34.0,2.0,9,0,1,1.0
5089049,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,39,0,1,1.0
5089050,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,5,0,1,1.0
5089051,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,5,0,1,1.0
5089052,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,32,0,1,1.0
5089053,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,50,0,1,1.0
5090897,M,0,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2.0,36.0,9.0,39,0,1,1.0
5089063,F,1,0,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Accountants,1.0,37.0,11.0,16,0,1,1.0
5089064,F,1,0,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Accountants,1.0,37.0,11.0,47,0,1,1.0
5089065,F,1,0,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Accountants,1.0,37.0,11.0,12,0,1,1.0
5089066,M,0,0,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,39.0,10.0,42,0,1,1.0
5089067,M,0,0,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,39.0,10.0,43,0,1,1.0
5089068,M,0,0,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,39.0,10.0,42,0,1,1.0
5089069,M,0,0,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,39.0,10.0,30,0,1,1.0
5089070,M,0,0,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5.0,39.0,10.0,31,0,1,1.0
5089071,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,5,0,1,1.0
5089072,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,20,0,1,1.0
5089073,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,5,0,1,1.0
5089074,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,17,0,1,1.0
5089075,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,23,0,1,1.0
5089076,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,28,0,1,1.0
5090898,F,1,0,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4.0,30.0,7.0,28,0,1,1.0
5089077,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,14,0,1,1.0
5089078,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,24,3,1,0.8888888888888888
5089079,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,20,2,1,0.9090909090909091
5089080,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,22,0,1,1.0
5089081,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,4,0,1,1.0
5089082,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,2,0,1,1.0
5089083,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,4,0,1,1.0
5089084,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,5,1,1,0.8333333333333334
5089085,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,7,0,1,1.0
5089086,F,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Cooking staff,1.0,51.0,7.0,6,0,1,1.0
5089087,F,0,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,39.0,2.0,57,0,1,1.0
5089088,F,0,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,39.0,2.0,25,0,1,1.0
5089090,F,0,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3.0,39.0,2.0,58,0,1,1.0
5089100,M,0,0,0,270000.0,Working,Secondary / secondary special,Separated,With parents,1,1,0,1,Sales staff,1.0,36.0,3.0,18,0,1,1.0
5089104,F,0,0,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,2.0,40.0,11.0,52,2,1,0.9629629629629629
5089116,F,1,0,0,90000.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1.0,44.0,15.0,11,0,1,1.0
5089117,F,1,0,0,90000.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1.0,44.0,15.0,11,0,1,1.0
5089118,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,19,0,1,1.0
5089120,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,61,0,1,1.0
5089121,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,15,0,1,1.0
5089122,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,14,0,1,1.0
5089123,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,10,0,1,1.0
5089124,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,15,0,1,1.0
5089125,F,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,0,Core staff,3.0,34.0,9.0,15,0,1,1.0
5089127,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,21,0,1,1.0
5089128,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,16,0,1,1.0
5089129,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,15,0,1,1.0
5089130,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,12,0,1,1.0
5089131,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,23,0,1,1.0
5089132,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,21,0,1,1.0
5090903,F,0,0,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2.0,53.0,1.0,23,0,1,1.0
5089133,F,0,0,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,3.0,43.0,3.0,11,0,1,1.0
5089134,F,0,0,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,3.0,43.0,3.0,11,0,1,1.0
5089135,F,0,0,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,3.0,43.0,3.0,14,1,1,0.9333333333333333
5090904,F,0,0,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,3.0,43.0,3.0,29,0,1,1.0
5089151,M,1,0,2,292500.0,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,43.0,17.0,11,0,1,1.0
5089152,M,1,0,2,292500.0,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,43.0,17.0,53,0,1,1.0
5089154,M,1,0,2,292500.0,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,43.0,17.0,48,0,1,1.0
5089156,M,1,0,2,292500.0,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4.0,43.0,17.0,11,0,1,1.0
5089160,F,1,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,56.0,7.0,20,0,1,1.0
5089161,F,1,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,56.0,7.0,20,0,1,1.0
5089163,F,1,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,56.0,7.0,20,0,1,1.0
5090935,F,1,0,0,225000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2.0,56.0,7.0,30,0,1,1.0
5089164,F,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,35.0,6.0,29,0,1,1.0
5089165,F,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,35.0,6.0,29,0,1,1.0
5089166,F,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,35.0,6.0,28,0,1,1.0
5090936,F,1,0,0,148500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,35.0,6.0,40,1,1,0.975609756097561
5089167,F,0,0,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Sales staff,2.0,52.0,9.0,5,0,1,1.0
5089169,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,2,0,1,1.0
5089171,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,21,0,1,1.0
5089172,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,53,0,1,1.0
5089173,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,24,0,1,1.0
5089174,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,18,0,1,1.0
5089175,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,32,0,1,1.0
5089176,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,21,0,1,1.0
5089177,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,27,0,1,1.0
5089179,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,58,0,1,1.0
5089180,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,53,0,1,1.0
5090937,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,11,0,1,1.0
5090938,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,1,0,1,1.0
5090939,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,1,0,1,1.0
5090940,F,1,0,1,184500.0,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2.0,37.0,12.0,49,0,1,1.0
5089181,F,0,0,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,54.0,1.0,2,0,1,1.0
5089182,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,15,0,1,1.0
5089183,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,14,0,1,1.0
5089184,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,15,0,1,1.0
5089185,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,40,0,1,1.0
5089186,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,14,0,1,1.0
5089189,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,29,0,1,1.0
5089190,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,14,0,1,1.0
5089191,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,5,0,1,1.0
5089192,F,1,0,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Core staff,1.0,64.0,9.0,31,0,1,1.0
5089199,M,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,2.0,36.0,8.0,23,0,1,1.0
5089200,M,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,2.0,36.0,8.0,32,0,1,1.0
5089202,M,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,2.0,36.0,8.0,25,0,1,1.0
5089203,M,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,2.0,36.0,8.0,25,0,1,1.0
5089209,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,50,0,1,1.0
5089210,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,4,0,1,1.0
5089211,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,7,0,1,1.0
5089212,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,32,0,1,1.0
5090951,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,21,2,1,0.9130434782608695
5090952,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,20,0,1,1.0
5090953,F,1,0,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2.0,49.0,2.0,19,0,1,1.0
5089217,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,15,0,1,1.0
5089218,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,44,0,1,1.0
5089219,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,15,0,1,1.0
5089220,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,15,0,1,1.0
5089221,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,15,0,1,1.0
5089222,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,14,0,1,1.0
5089223,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,2,0,1,1.0
5089224,F,1,0,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Medicine staff,3.0,38.0,18.0,1,0,1,1.0
5089230,F,1,0,0,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1.0,49.0,23.0,7,0,1,1.0
5089233,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,19,0,1,1.0
5089234,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5089235,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5089236,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5089237,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,9,0,1,1.0
5089239,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5089240,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,19,0,1,1.0
5089241,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,13,0,1,1.0
5089242,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,12,0,1,1.0
5089243,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,19,0,1,1.0
5089244,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,27,0,1,1.0
5089245,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5089246,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,28,0,1,1.0
5090954,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,3,0,1,1.0
5090955,F,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1.0,53.0,34.0,17,0,1,1.0
5089248,F,0,0,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1.0,30.0,11.0,47,1,1,0.9791666666666666
5089249,F,0,0,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1.0,30.0,11.0,24,0,1,1.0
5089250,F,0,0,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1.0,30.0,11.0,47,1,1,0.9791666666666666
5089251,F,0,0,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1.0,30.0,11.0,7,0,1,1.0
5089252,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,10,0,1,1.0
5089253,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,16,0,1,1.0
5089254,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,18,0,1,1.0
5089255,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,15,0,1,1.0
5089260,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,23,0,1,1.0
5089261,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,3,0,1,1.0
5089262,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,1,0,1,1.0
5089263,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,19,0,1,1.0
5089264,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,3,0,1,1.0
5089265,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,15,0,1,1.0
5089266,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,21,0,1,1.0
5089267,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,22,0,1,1.0
5089268,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,24,0,1,1.0
5089269,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,30,0,1,1.0
5089270,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,45,0,1,1.0
5090956,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,26,0,1,1.0
5090958,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,8,1,1,0.8888888888888888
5090959,F,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1.0,52.0,4.0,16,0,1,1.0
5089271,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,21,0,1,1.0
5089273,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,13,0,1,1.0
5089274,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,21,0,1,1.0
5089275,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,21,0,1,1.0
5089277,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,26,0,1,1.0
5089278,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,19,0,1,1.0
5090960,F,1,0,0,315000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Accountants,2.0,37.0,10.0,21,0,1,1.0
5089279,F,0,0,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,1.0,55.0,1.0,43,0,1,1.0
5089280,F,0,0,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,1.0,55.0,1.0,35,0,1,1.0
5089283,M,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2.0,48.0,7.0,18,0,1,1.0
5089284,M,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2.0,48.0,7.0,18,0,1,1.0
5089304,M,0,0,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,47.0,2.0,10,0,1,1.0
5089305,M,0,0,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,2.0,47.0,2.0,5,0,1,1.0
5089306,F,0,0,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Laborers,2.0,39.0,5.0,13,0,1,1.0
5089307,F,0,0,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Laborers,2.0,39.0,5.0,12,0,1,1.0
5089308,F,0,0,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Laborers,2.0,39.0,5.0,9,0,1,1.0
5089309,F,0,0,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Laborers,2.0,39.0,5.0,40,0,1,1.0
5089311,F,0,0,1,675000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,3.0,30.0,3.0,8,0,1,1.0
