,country,year,sex,age,suicides/100k pop,HDI for year,gdp_per_capita,generation,Region,Assigned To Zone
1902,Greece,2014,female,55-74 years,2,0.865,22834,Boomers,Europe,II
1903,Greece,2014,female,35-54 years,2,0.865,22834,Generation X,Europe,II
1904,Greece,2014,female,25-34 years,1,0.865,22834,Millenials,Europe,II
1905,Greece,2014,female,15-24 years,1,0.865,22834,Millenials,Europe,II
1906,Greece,2014,male,5-14 years,0,0.865,22834,Generation Z,Europe,II
1907,Greece,2014,female,5-14 years,0,0.865,22834,Generation Z,Europe,II
1908,Guatemala,1990,male,75+ years,9,0.483,996,G.I. Generation,South/Latin America,IVa
1909,Guatemala,1990,male,25-34 years,8,0.483,996,Boomers,South/Latin America,IVa
1910,Guatemala,1990,male,35-54 years,5,0.483,996,Silent,South/Latin America,IVa
1911,Guatemala,1990,male,15-24 years,3,0.483,996,Generation X,South/Latin America,IVa
1912,Guatemala,1990,male,55-74 years,2,0.483,996,G.I. Generation,South/Latin America,IVa
1913,Guatemala,1990,female,35-54 years,1,0.483,996,Silent,South/Latin America,IVa
1914,Guatemala,1990,female,15-24 years,1,0.483,996,Generation X,South/Latin America,IVa
1915,Guatemala,1990,female,25-34 years,1,0.483,996,Boomers,South/Latin America,IVa
1916,Guatemala,1990,female,55-74 years,0,0.483,996,G.I. Generation,South/Latin America,IVa
1917,Guatemala,1990,female,5-14 years,0,0.483,996,Generation X,South/Latin America,IVa
1918,Guatemala,1990,male,5-14 years,0,0.483,996,Generation X,South/Latin America,IVa
1919,Guatemala,1990,female,75+ years,0,0.483,996,G.I. Generation,South/Latin America,IVa
1920,Guatemala,1995,male,25-34 years,6,0.513,1696,Generation X,South/Latin America,IVa
1921,Guatemala,1995,male,35-54 years,6,0.513,1696,Boomers,South/Latin America,IVa
1922,Guatemala,1995,male,15-24 years,5,0.513,1696,Generation X,South/Latin America,IVa
1923,Guatemala,1995,male,75+ years,3,0.513,1696,G.I. Generation,South/Latin America,IVa
1924,Guatemala,1995,male,55-74 years,3,0.513,1696,Silent,South/Latin America,IVa
1925,Guatemala,1995,female,15-24 years,1,0.513,1696,Generation X,South/Latin America,IVa
1926,Guatemala,1995,female,75+ years,1,0.513,1696,G.I. Generation,South/Latin America,IVa
1927,Guatemala,1995,female,35-54 years,1,0.513,1696,Boomers,South/Latin America,IVa
1928,Guatemala,1995,female,25-34 years,1,0.513,1696,Generation X,South/Latin America,IVa
1929,Guatemala,1995,female,55-74 years,0,0.513,1696,Silent,South/Latin America,IVa
1930,Guatemala,1995,female,5-14 years,0,0.513,1696,Millenials,South/Latin America,IVa
1931,Guatemala,1995,male,5-14 years,0,0.513,1696,Millenials,South/Latin America,IVa
1932,Guatemala,2000,male,25-34 years,6,0.552,1977,Generation X,South/Latin America,IVa
1933,Guatemala,2000,male,55-74 years,5,0.552,1977,Silent,South/Latin America,IVa
1934,Guatemala,2000,male,75+ years,4,0.552,1977,G.I. Generation,South/Latin America,IVa
1935,Guatemala,2000,male,15-24 years,4,0.552,1977,Generation X,South/Latin America,IVa
1936,Guatemala,2000,male,35-54 years,2,0.552,1977,Boomers,South/Latin America,IVa
1937,Guatemala,2000,female,15-24 years,1,0.552,1977,Generation X,South/Latin America,IVa
1938,Guatemala,2000,female,25-34 years,1,0.552,1977,Generation X,South/Latin America,IVa
1939,Guatemala,2000,female,35-54 years,0,0.552,1977,Boomers,South/Latin America,IVa
1940,Guatemala,2000,female,55-74 years,0,0.552,1977,Silent,South/Latin America,IVa
1941,Guatemala,2000,male,5-14 years,0,0.552,1977,Millenials,South/Latin America,IVa
1942,Guatemala,2000,female,5-14 years,0,0.552,1977,Millenials,South/Latin America,IVa
1943,Guatemala,2000,female,75+ years,0,0.552,1977,G.I. Generation,South/Latin America,IVa
1944,Guatemala,2005,male,75+ years,8,0.5760000000000001,2450,Silent,South/Latin America,IVa
1945,Guatemala,2005,male,25-34 years,4,0.5760000000000001,2450,Generation X,South/Latin America,IVa
1946,Guatemala,2005,male,35-54 years,4,0.5760000000000001,2450,Boomers,South/Latin America,IVa
1947,Guatemala,2005,male,15-24 years,4,0.5760000000000001,2450,Millenials,South/Latin America,IVa
1948,Guatemala,2005,male,55-74 years,4,0.5760000000000001,2450,Silent,South/Latin America,IVa
1949,Guatemala,2005,female,15-24 years,2,0.5760000000000001,2450,Millenials,South/Latin America,IVa
1950,Guatemala,2005,female,25-34 years,1,0.5760000000000001,2450,Generation X,South/Latin America,IVa
1951,Guatemala,2005,female,35-54 years,0,0.5760000000000001,2450,Boomers,South/Latin America,IVa
1952,Guatemala,2005,male,5-14 years,0,0.5760000000000001,2450,Millenials,South/Latin America,IVa
1953,Guatemala,2005,female,5-14 years,0,0.5760000000000001,2450,Millenials,South/Latin America,IVa
1954,Guatemala,2005,female,55-74 years,0,0.5760000000000001,2450,Silent,South/Latin America,IVa
1955,Guatemala,2005,female,75+ years,0,0.5760000000000001,2450,Silent,South/Latin America,IVa
1956,Guatemala,2010,male,25-34 years,7,0.611,3260,Generation X,South/Latin America,IVa
1957,Guatemala,2010,male,35-54 years,6,0.611,3260,Generation X,South/Latin America,IVa
1958,Guatemala,2010,male,15-24 years,5,0.611,3260,Millenials,South/Latin America,IVa
1959,Guatemala,2010,male,55-74 years,4,0.611,3260,Silent,South/Latin America,IVa
1960,Guatemala,2010,male,75+ years,4,0.611,3260,Silent,South/Latin America,IVa
1961,Guatemala,2010,female,15-24 years,2,0.611,3260,Millenials,South/Latin America,IVa
1962,Guatemala,2010,female,25-34 years,1,0.611,3260,Generation X,South/Latin America,IVa
1963,Guatemala,2010,female,35-54 years,0,0.611,3260,Generation X,South/Latin America,IVa
1964,Guatemala,2010,female,55-74 years,0,0.611,3260,Silent,South/Latin America,IVa
1965,Guatemala,2010,female,5-14 years,0,0.611,3260,Generation Z,South/Latin America,IVa
1966,Guatemala,2010,male,5-14 years,0,0.611,3260,Generation Z,South/Latin America,IVa
1967,Guatemala,2010,female,75+ years,0,0.611,3260,Silent,South/Latin America,IVa
1968,Guatemala,2011,male,15-24 years,6,0.617,3661,Millenials,South/Latin America,IVa
1969,Guatemala,2011,male,25-34 years,5,0.617,3661,Millenials,South/Latin America,IVa
1970,Guatemala,2011,male,35-54 years,5,0.617,3661,Generation X,South/Latin America,IVa
1971,Guatemala,2011,male,55-74 years,4,0.617,3661,Boomers,South/Latin America,IVa
1972,Guatemala,2011,male,75+ years,4,0.617,3661,Silent,South/Latin America,IVa
1973,Guatemala,2011,female,15-24 years,3,0.617,3661,Millenials,South/Latin America,IVa
1974,Guatemala,2011,female,25-34 years,1,0.617,3661,Millenials,South/Latin America,IVa
1975,Guatemala,2011,female,55-74 years,0,0.617,3661,Boomers,South/Latin America,IVa
1976,Guatemala,2011,female,75+ years,0,0.617,3661,Silent,South/Latin America,IVa
1977,Guatemala,2011,female,5-14 years,0,0.617,3661,Generation Z,South/Latin America,IVa
1978,Guatemala,2011,female,35-54 years,0,0.617,3661,Generation X,South/Latin America,IVa
1979,Guatemala,2011,male,5-14 years,0,0.617,3661,Generation Z,South/Latin America,IVa
1980,Guatemala,2012,male,15-24 years,7,0.624,3779,Millenials,South/Latin America,IVa
1981,Guatemala,2012,male,55-74 years,6,0.624,3779,Boomers,South/Latin America,IVa
1982,Guatemala,2012,male,35-54 years,6,0.624,3779,Generation X,South/Latin America,IVa
1983,Guatemala,2012,male,75+ years,6,0.624,3779,Silent,South/Latin America,IVa
1984,Guatemala,2012,male,25-34 years,5,0.624,3779,Millenials,South/Latin America,IVa
1985,Guatemala,2012,female,15-24 years,3,0.624,3779,Millenials,South/Latin America,IVa
1986,Guatemala,2012,female,25-34 years,1,0.624,3779,Millenials,South/Latin America,IVa
1987,Guatemala,2012,female,35-54 years,0,0.624,3779,Generation X,South/Latin America,IVa
1988,Guatemala,2012,female,55-74 years,0,0.624,3779,Boomers,South/Latin America,IVa
1989,Guatemala,2012,female,75+ years,0,0.624,3779,Silent,South/Latin America,IVa
1990,Guatemala,2012,male,5-14 years,0,0.624,3779,Generation Z,South/Latin America,IVa
1991,Guatemala,2012,female,5-14 years,0,0.624,3779,Generation Z,South/Latin America,IVa
1992,Guatemala,2013,male,15-24 years,7,0.626,3947,Millenials,South/Latin America,IVa
1993,Guatemala,2013,male,35-54 years,6,0.626,3947,Generation X,South/Latin America,IVa
1994,Guatemala,2013,male,25-34 years,6,0.626,3947,Millenials,South/Latin America,IVa
1995,Guatemala,2013,male,55-74 years,6,0.626,3947,Boomers,South/Latin America,IVa
1996,Guatemala,2013,male,75+ years,4,0.626,3947,Silent,South/Latin America,IVa
1997,Guatemala,2013,female,15-24 years,4,0.626,3947,Millenials,South/Latin America,IVa
1998,Guatemala,2013,female,25-34 years,2,0.626,3947,Millenials,South/Latin America,IVa
1999,Guatemala,2013,female,35-54 years,0,0.626,3947,Generation X,South/Latin America,IVa
2000,Guatemala,2013,female,5-14 years,0,0.626,3947,Generation Z,South/Latin America,IVa
2001,Guatemala,2013,female,55-74 years,0,0.626,3947,Boomers,South/Latin America,IVa
2002,Guatemala,2013,male,5-14 years,0,0.626,3947,Generation Z,South/Latin America,IVa
2003,Guatemala,2013,female,75+ years,0,0.626,3947,Silent,South/Latin America,IVa
2004,Guatemala,2014,male,35-54 years,8,0.627,4210,Generation X,South/Latin America,IVa
2005,Guatemala,2014,male,55-74 years,7,0.627,4210,Boomers,South/Latin America,IVa
2006,Guatemala,2014,male,25-34 years,7,0.627,4210,Millenials,South/Latin America,IVa
2007,Guatemala,2014,male,15-24 years,6,0.627,4210,Millenials,South/Latin America,IVa
2008,Guatemala,2014,male,75+ years,5,0.627,4210,Silent,South/Latin America,IVa
2009,Guatemala,2014,female,15-24 years,5,0.627,4210,Millenials,South/Latin America,IVa
2010,Guatemala,2014,female,25-34 years,2,0.627,4210,Millenials,South/Latin America,IVa
2011,Guatemala,2014,female,55-74 years,1,0.627,4210,Boomers,South/Latin America,IVa
2012,Guatemala,2014,female,35-54 years,1,0.627,4210,Generation X,South/Latin America,IVa
2013,Guatemala,2014,female,5-14 years,0,0.627,4210,Generation Z,South/Latin America,IVa
2014,Guatemala,2014,male,5-14 years,0,0.627,4210,Generation Z,South/Latin America,IVa
2015,Guatemala,2014,female,75+ years,0,0.627,4210,Silent,South/Latin America,IVa
2016,Guyana,1990,male,25-34 years,37,0.542,607,Boomers,South/Latin America,IVb
2017,Guyana,1990,male,55-74 years,28,0.542,607,G.I. Generation,South/Latin America,IVb
2018,Guyana,1990,male,75+ years,24,0.542,607,G.I. Generation,South/Latin America,IVb
2019,Guyana,1990,male,15-24 years,22,0.542,607,Generation X,South/Latin America,IVb
2020,Guyana,1990,male,35-54 years,20,0.542,607,Silent,South/Latin America,IVb
2021,Guyana,1990,female,15-24 years,14,0.542,607,Generation X,South/Latin America,IVb
2022,Guyana,1990,female,55-74 years,11,0.542,607,G.I. Generation,South/Latin America,IVb
2023,Guyana,1990,female,35-54 years,6,0.542,607,Silent,South/Latin America,IVb
2024,Guyana,1990,female,25-34 years,6,0.542,607,Boomers,South/Latin America,IVb
2025,Guyana,1990,male,5-14 years,2,0.542,607,Generation X,South/Latin America,IVb
2026,Guyana,1990,female,5-14 years,2,0.542,607,Generation X,South/Latin America,IVb
2027,Guyana,1990,female,75+ years,0,0.542,607,G.I. Generation,South/Latin America,IVb
2028,Guyana,1995,male,75+ years,49,0.581,939,G.I. Generation,South/Latin America,IVb
2029,Guyana,1995,male,35-54 years,46,0.581,939,Boomers,South/Latin America,IVb
2030,Guyana,1995,male,25-34 years,32,0.581,939,Generation X,South/Latin America,IVb
2031,Guyana,1995,male,55-74 years,26,0.581,939,Silent,South/Latin America,IVb
2032,Guyana,1995,male,15-24 years,21,0.581,939,Generation X,South/Latin America,IVb
2033,Guyana,1995,female,15-24 years,12,0.581,939,Generation X,South/Latin America,IVb
2034,Guyana,1995,female,35-54 years,9,0.581,939,Boomers,South/Latin America,IVb
2035,Guyana,1995,female,25-34 years,6,0.581,939,Generation X,South/Latin America,IVb
2036,Guyana,1995,female,55-74 years,3,0.581,939,Silent,South/Latin America,IVb
2037,Guyana,1995,female,5-14 years,0,0.581,939,Millenials,South/Latin America,IVb
2038,Guyana,1995,female,75+ years,0,0.581,939,G.I. Generation,South/Latin America,IVb
2039,Guyana,1995,male,5-14 years,0,0.581,939,Millenials,South/Latin America,IVb
2040,Guyana,2005,male,25-34 years,75,0.618,1235,Generation X,South/Latin America,IVb
2041,Guyana,2005,male,55-74 years,68,0.618,1235,Silent,South/Latin America,IVb
2042,Guyana,2005,male,35-54 years,50,0.618,1235,Boomers,South/Latin America,IVb
2043,Guyana,2005,male,75+ years,40,0.618,1235,Silent,South/Latin America,IVb
2044,Guyana,2005,male,15-24 years,32,0.618,1235,Millenials,South/Latin America,IVb
2045,Guyana,2005,female,15-24 years,25,0.618,1235,Millenials,South/Latin America,IVb
2046,Guyana,2005,female,25-34 years,17,0.618,1235,Generation X,South/Latin America,IVb
2047,Guyana,2005,female,35-54 years,13,0.618,1235,Boomers,South/Latin America,IVb
2048,Guyana,2005,female,55-74 years,6,0.618,1235,Silent,South/Latin America,IVb
2049,Guyana,2005,female,5-14 years,2,0.618,1235,Millenials,South/Latin America,IVb
2050,Guyana,2005,male,5-14 years,1,0.618,1235,Millenials,South/Latin America,IVb
2051,Guyana,2005,female,75+ years,0,0.618,1235,Silent,South/Latin America,IVb
2052,Guyana,2010,male,75+ years,102,0.624,3384,Silent,South/Latin America,IVb
2053,Guyana,2010,male,35-54 years,89,0.624,3384,Generation X,South/Latin America,IVb
2054,Guyana,2010,male,25-34 years,56,0.624,3384,Generation X,South/Latin America,IVb
2055,Guyana,2010,male,15-24 years,39,0.624,3384,Millenials,South/Latin America,IVb
2056,Guyana,2010,male,55-74 years,36,0.624,3384,Silent,South/Latin America,IVb
2057,Guyana,2010,female,15-24 years,30,0.624,3384,Millenials,South/Latin America,IVb
2058,Guyana,2010,female,25-34 years,19,0.624,3384,Generation X,South/Latin America,IVb
2059,Guyana,2010,female,55-74 years,11,0.624,3384,Silent,South/Latin America,IVb
2060,Guyana,2010,female,35-54 years,9,0.624,3384,Generation X,South/Latin America,IVb
2061,Guyana,2010,female,5-14 years,6,0.624,3384,Generation Z,South/Latin America,IVb
2062,Guyana,2010,male,5-14 years,2,0.624,3384,Generation Z,South/Latin America,IVb
2063,Guyana,2010,female,75+ years,0,0.624,3384,Silent,South/Latin America,IVb
2064,Guyana,2011,male,35-54 years,71,0.63,3815,Generation X,South/Latin America,IVb
2065,Guyana,2011,male,25-34 years,65,0.63,3815,Millenials,South/Latin America,IVb
2066,Guyana,2011,male,55-74 years,56,0.63,3815,Boomers,South/Latin America,IVb
2067,Guyana,2011,male,15-24 years,43,0.63,3815,Millenials,South/Latin America,IVb
2068,Guyana,2011,male,75+ years,39,0.63,3815,Silent,South/Latin America,IVb
2069,Guyana,2011,female,35-54 years,16,0.63,3815,Generation X,South/Latin America,IVb
2070,Guyana,2011,female,75+ years,15,0.63,3815,Silent,South/Latin America,IVb
2071,Guyana,2011,female,15-24 years,14,0.63,3815,Millenials,South/Latin America,IVb
2072,Guyana,2011,female,25-34 years,12,0.63,3815,Millenials,South/Latin America,IVb
2073,Guyana,2011,female,55-74 years,8,0.63,3815,Boomers,South/Latin America,IVb
2074,Guyana,2011,female,5-14 years,4,0.63,3815,Generation Z,South/Latin America,IVb
2075,Guyana,2011,male,5-14 years,3,0.63,3815,Generation Z,South/Latin America,IVb
2076,Guyana,2012,male,35-54 years,78,0.629,4212,Generation X,South/Latin America,IVb
2077,Guyana,2012,male,55-74 years,60,0.629,4212,Boomers,South/Latin America,IVb
2078,Guyana,2012,male,75+ years,55,0.629,4212,Silent,South/Latin America,IVb
2079,Guyana,2012,male,25-34 years,53,0.629,4212,Millenials,South/Latin America,IVb
2080,Guyana,2012,male,15-24 years,40,0.629,4212,Millenials,South/Latin America,IVb
2081,Guyana,2012,female,25-34 years,20,0.629,4212,Millenials,South/Latin America,IVb
2082,Guyana,2012,female,35-54 years,20,0.629,4212,Generation X,South/Latin America,IVb
2083,Guyana,2012,female,15-24 years,19,0.629,4212,Millenials,South/Latin America,IVb
2084,Guyana,2012,female,55-74 years,13,0.629,4212,Boomers,South/Latin America,IVb
2085,Guyana,2012,male,5-14 years,4,0.629,4212,Generation Z,South/Latin America,IVb
2086,Guyana,2012,female,5-14 years,2,0.629,4212,Generation Z,South/Latin America,IVb
2087,Guyana,2012,female,75+ years,0,0.629,4212,Silent,South/Latin America,IVb
2088,Guyana,2013,male,25-34 years,71,0.634,4372,Millenials,South/Latin America,IVb
2089,Guyana,2013,male,35-54 years,70,0.634,4372,Generation X,South/Latin America,IVb
2090,Guyana,2013,male,55-74 years,63,0.634,4372,Boomers,South/Latin America,IVb
2091,Guyana,2013,male,15-24 years,43,0.634,4372,Millenials,South/Latin America,IVb
2092,Guyana,2013,female,15-24 years,38,0.634,4372,Millenials,South/Latin America,IVb
2093,Guyana,2013,male,75+ years,35,0.634,4372,Silent,South/Latin America,IVb
2094,Guyana,2013,female,35-54 years,14,0.634,4372,Generation X,South/Latin America,IVb
2095,Guyana,2013,female,55-74 years,10,0.634,4372,Boomers,South/Latin America,IVb
2096,Guyana,2013,female,25-34 years,5,0.634,4372,Millenials,South/Latin America,IVb
2097,Guyana,2013,female,5-14 years,1,0.634,4372,Generation Z,South/Latin America,IVb
2098,Guyana,2013,male,5-14 years,1,0.634,4372,Generation Z,South/Latin America,IVb
2099,Guyana,2013,female,75+ years,0,0.634,4372,Silent,South/Latin America,IVb
2100,Israel,1985,male,75+ years,36,0.768,7325,G.I. Generation,Europe,II
2101,Israel,1985,male,55-74 years,19,0.768,7325,G.I. Generation,Europe,II
2102,Israel,1985,female,75+ years,13,0.768,7325,G.I. Generation,Europe,II
2103,Israel,1985,male,35-54 years,10,0.768,7325,Silent,Europe,II
2104,Israel,1985,female,55-74 years,9,0.768,7325,G.I. Generation,Europe,II
2105,Israel,1985,male,25-34 years,8,0.768,7325,Boomers,Europe,II
2106,Israel,1985,male,15-24 years,5,0.768,7325,Generation X,Europe,II
2107,Israel,1985,female,35-54 years,4,0.768,7325,Silent,Europe,II
2108,Israel,1985,female,25-34 years,3,0.768,7325,Boomers,Europe,II
2109,Israel,1985,female,15-24 years,2,0.768,7325,Generation X,Europe,II
2110,Israel,1985,female,5-14 years,0,0.768,7325,Generation X,Europe,II
2111,Israel,1985,male,5-14 years,0,0.768,7325,Generation X,Europe,II
2112,Israel,1990,male,75+ years,36,0.785,14193,G.I. Generation,Europe,II
2113,Israel,1990,male,55-74 years,20,0.785,14193,G.I. Generation,Europe,II
2114,Israel,1990,male,25-34 years,14,0.785,14193,Boomers,Europe,II
2115,Israel,1990,male,35-54 years,12,0.785,14193,Silent,Europe,II
2116,Israel,1990,female,75+ years,12,0.785,14193,G.I. Generation,Europe,II
2117,Israel,1990,female,55-74 years,7,0.785,14193,G.I. Generation,Europe,II
2118,Israel,1990,male,15-24 years,6,0.785,14193,Generation X,Europe,II
2119,Israel,1990,female,35-54 years,4,0.785,14193,Silent,Europe,II
2120,Israel,1990,female,25-34 years,4,0.785,14193,Boomers,Europe,II
2121,Israel,1990,female,15-24 years,3,0.785,14193,Generation X,Europe,II
2122,Israel,1990,male,5-14 years,0,0.785,14193,Generation X,Europe,II
2123,Israel,1990,female,5-14 years,0,0.785,14193,Generation X,Europe,II
2124,Israel,1995,male,75+ years,37,0.8170000000000001,20159,G.I. Generation,Europe,II
2125,Israel,1995,female,75+ years,22,0.8170000000000001,20159,G.I. Generation,Europe,II
2126,Israel,1995,male,55-74 years,20,0.8170000000000001,20159,Silent,Europe,II
2127,Israel,1995,male,35-54 years,11,0.8170000000000001,20159,Boomers,Europe,II
2128,Israel,1995,male,15-24 years,9,0.8170000000000001,20159,Generation X,Europe,II
2129,Israel,1995,male,25-34 years,9,0.8170000000000001,20159,Generation X,Europe,II
2130,Israel,1995,female,55-74 years,7,0.8170000000000001,20159,Silent,Europe,II
2131,Israel,1995,female,15-24 years,4,0.8170000000000001,20159,Generation X,Europe,II
2132,Israel,1995,female,35-54 years,3,0.8170000000000001,20159,Boomers,Europe,II
2133,Israel,1995,female,25-34 years,1,0.8170000000000001,20159,Generation X,Europe,II
2134,Israel,1995,male,5-14 years,0,0.8170000000000001,20159,Millenials,Europe,II
2135,Israel,1995,female,5-14 years,0,0.8170000000000001,20159,Millenials,Europe,II
2136,Israel,2000,male,75+ years,35,0.85,23451,G.I. Generation,Europe,II
2137,Israel,2000,male,25-34 years,14,0.85,23451,Generation X,Europe,II
2138,Israel,2000,male,35-54 years,14,0.85,23451,Boomers,Europe,II
2139,Israel,2000,male,15-24 years,11,0.85,23451,Generation X,Europe,II
2140,Israel,2000,male,55-74 years,10,0.85,23451,Silent,Europe,II
2141,Israel,2000,female,75+ years,8,0.85,23451,G.I. Generation,Europe,II
2142,Israel,2000,female,55-74 years,6,0.85,23451,Silent,Europe,II
2143,Israel,2000,female,25-34 years,3,0.85,23451,Generation X,Europe,II
2144,Israel,2000,female,35-54 years,3,0.85,23451,Boomers,Europe,II
2145,Israel,2000,female,15-24 years,1,0.85,23451,Generation X,Europe,II
2146,Israel,2000,male,5-14 years,0,0.85,23451,Millenials,Europe,II
2147,Israel,2000,female,5-14 years,0,0.85,23451,Millenials,Europe,II
2148,Israel,2005,male,75+ years,27,0.87,22901,Silent,Europe,II
2149,Israel,2005,male,55-74 years,12,0.87,22901,Silent,Europe,II
2150,Israel,2005,male,35-54 years,12,0.87,22901,Boomers,Europe,II
2151,Israel,2005,female,75+ years,12,0.87,22901,Silent,Europe,II
2152,Israel,2005,male,15-24 years,11,0.87,22901,Millenials,Europe,II
2153,Israel,2005,male,25-34 years,10,0.87,22901,Generation X,Europe,II
2154,Israel,2005,female,55-74 years,5,0.87,22901,Silent,Europe,II
2155,Israel,2005,female,35-54 years,5,0.87,22901,Boomers,Europe,II
2156,Israel,2005,female,25-34 years,3,0.87,22901,Generation X,Europe,II
2157,Israel,2005,female,15-24 years,2,0.87,22901,Millenials,Europe,II
2158,Israel,2005,male,5-14 years,0,0.87,22901,Millenials,Europe,II
2159,Israel,2005,female,5-14 years,0,0.87,22901,Millenials,Europe,II
2160,Israel,2010,male,75+ years,27,0.883,34104,Silent,Europe,II
2161,Israel,2010,male,55-74 years,18,0.883,34104,Silent,Europe,II
2162,Israel,2010,male,35-54 years,13,0.883,34104,Generation X,Europe,II
2163,Israel,2010,male,25-34 years,13,0.883,34104,Generation X,Europe,II
2164,Israel,2010,male,15-24 years,10,0.883,34104,Millenials,Europe,II
2165,Israel,2010,female,75+ years,4,0.883,34104,Silent,Europe,II
2166,Israel,2010,female,55-74 years,3,0.883,34104,Silent,Europe,II
2167,Israel,2010,female,35-54 years,3,0.883,34104,Generation X,Europe,II
2168,Israel,2010,female,15-24 years,1,0.883,34104,Millenials,Europe,II
2169,Israel,2010,female,25-34 years,1,0.883,34104,Generation X,Europe,II
2170,Israel,2010,female,5-14 years,0,0.883,34104,Generation Z,Europe,II
2171,Israel,2010,male,5-14 years,0,0.883,34104,Generation Z,Europe,II
2172,Israel,2011,male,75+ years,29,0.888,37528,Silent,Europe,II
2173,Israel,2011,male,55-74 years,15,0.888,37528,Boomers,Europe,II
2174,Israel,2011,male,35-54 years,12,0.888,37528,Generation X,Europe,II
2175,Israel,2011,male,25-34 years,8,0.888,37528,Millenials,Europe,II
2176,Israel,2011,male,15-24 years,6,0.888,37528,Millenials,Europe,II
2177,Israel,2011,female,55-74 years,5,0.888,37528,Boomers,Europe,II
2178,Israel,2011,female,75+ years,3,0.888,37528,Silent,Europe,II
2179,Israel,2011,female,25-34 years,2,0.888,37528,Millenials,Europe,II
2180,Israel,2011,female,35-54 years,2,0.888,37528,Generation X,Europe,II
2181,Israel,2011,female,15-24 years,2,0.888,37528,Millenials,Europe,II
2182,Israel,2011,male,5-14 years,0,0.888,37528,Generation Z,Europe,II
2183,Israel,2011,female,5-14 years,0,0.888,37528,Generation Z,Europe,II
2184,Israel,2012,male,75+ years,21,0.89,36263,Silent,Europe,II
2185,Israel,2012,male,55-74 years,17,0.89,36263,Boomers,Europe,II
2186,Israel,2012,male,35-54 years,14,0.89,36263,Generation X,Europe,II
2187,Israel,2012,male,25-34 years,10,0.89,36263,Millenials,Europe,II
2188,Israel,2012,male,15-24 years,5,0.89,36263,Millenials,Europe,II
2189,Israel,2012,female,75+ years,4,0.89,36263,Silent,Europe,II
2190,Israel,2012,female,55-74 years,3,0.89,36263,Boomers,Europe,II
2191,Israel,2012,female,25-34 years,3,0.89,36263,Millenials,Europe,II
2192,Israel,2012,female,15-24 years,2,0.89,36263,Millenials,Europe,II
2193,Israel,2012,female,35-54 years,1,0.89,36263,Generation X,Europe,II
2194,Israel,2012,male,5-14 years,0,0.89,36263,Generation Z,Europe,II
2195,Israel,2012,female,5-14 years,0,0.89,36263,Generation Z,Europe,II
2196,Israel,2013,male,75+ years,21,0.893,40477,Silent,Europe,II
2197,Israel,2013,male,55-74 years,12,0.893,40477,Boomers,Europe,II
2198,Israel,2013,male,35-54 years,11,0.893,40477,Generation X,Europe,II
2199,Israel,2013,male,25-34 years,8,0.893,40477,Millenials,Europe,II
2200,Israel,2013,female,75+ years,5,0.893,40477,Silent,Europe,II
2201,Israel,2013,male,15-24 years,4,0.893,40477,Millenials,Europe,II
2202,Israel,2013,female,55-74 years,3,0.893,40477,Boomers,Europe,II
2203,Israel,2013,female,35-54 years,2,0.893,40477,Generation X,Europe,II
2204,Israel,2013,female,25-34 years,2,0.893,40477,Millenials,Europe,II
2205,Israel,2013,male,5-14 years,0,0.893,40477,Generation Z,Europe,II
2206,Israel,2013,female,15-24 years,0,0.893,40477,Millenials,Europe,II
2207,Israel,2013,female,5-14 years,0,0.893,40477,Generation Z,Europe,II
2208,Israel,2014,male,75+ years,19,0.894,41869,Silent,Europe,II
2209,Israel,2014,male,35-54 years,13,0.894,41869,Generation X,Europe,II
2210,Israel,2014,male,55-74 years,9,0.894,41869,Boomers,Europe,II
2211,Israel,2014,male,25-34 years,7,0.894,41869,Millenials,Europe,II
2212,Israel,2014,male,15-24 years,5,0.894,41869,Millenials,Europe,II
2213,Israel,2014,female,75+ years,4,0.894,41869,Silent,Europe,II
2214,Israel,2014,female,55-74 years,3,0.894,41869,Boomers,Europe,II
2215,Israel,2014,female,35-54 years,3,0.894,41869,Generation X,Europe,II
2216,Israel,2014,female,25-34 years,2,0.894,41869,Millenials,Europe,II
2217,Israel,2014,female,15-24 years,1,0.894,41869,Millenials,Europe,II
2218,Israel,2014,male,5-14 years,0,0.894,41869,Generation Z,Europe,II
2219,Israel,2014,female,5-14 years,0,0.894,41869,Generation Z,Europe,II
2220,Italy,1985,male,75+ years,48,0.738,8329,G.I. Generation,Europe,II
2221,Italy,1985,male,55-74 years,26,0.738,8329,G.I. Generation,Europe,II
2222,Italy,1985,male,35-54 years,12,0.738,8329,Silent,Europe,II
2223,Italy,1985,female,75+ years,12,0.738,8329,G.I. Generation,Europe,II
2224,Italy,1985,female,55-74 years,9,0.738,8329,G.I. Generation,Europe,II
2225,Italy,1985,male,25-34 years,9,0.738,8329,Boomers,Europe,II
2226,Italy,1985,male,15-24 years,5,0.738,8329,Generation X,Europe,II
2227,Italy,1985,female,35-54 years,5,0.738,8329,Silent,Europe,II
2228,Italy,1985,female,25-34 years,2,0.738,8329,Boomers,Europe,II
2229,Italy,1985,female,15-24 years,1,0.738,8329,Generation X,Europe,II
2230,Italy,1985,male,5-14 years,0,0.738,8329,Generation X,Europe,II
2231,Italy,1985,female,5-14 years,0,0.738,8329,Generation X,Europe,II
2232,Italy,1990,male,75+ years,50,0.7659999999999999,21472,G.I. Generation,Europe,II
